laureate_id,name,category,year,birth_location,birth_lat,birth_lon,work_location,work_lat,work_lon,notes
economics_1980_694,Lawrence R. Klein,economics,1980,"Omaha, NE, USA",41.258611,-95.9375,"Philadelphia, PA, USA",39.957132,-75.174342,
economics_1981_695,James Tobin,economics,1981,"Champaign, IL, USA",40.112778,-88.261111,"New Haven, CT, USA",41.307802,-72.932531,
economics_1982_696,George J. Stigler,economics,1982,"Renton, WA, USA",47.479917,-122.203444,"Chicago, IL, USA",41.876228,-87.638416,
economics_1983_697,Gerard Debreu,economics,1983,"Calais, France",50.951555,1.85851,"Berkeley, CA, USA",37.87179,-122.274715,
economics_1984_698,Richard Stone,economics,1984,"London, United Kingdom",51.510235,-0.120852,"Cambridge, United Kingdom",52.194605,0.135092,
economics_1985_699,Franco Modigliani,economics,1985,"Rome, Italy",41.902288,12.506464,"Cambridge, MA, USA",42.374024,-71.107306,
economics_1986_700,James M. Buchanan Jr.,economics,1986,"Murfreesboro, TN, USA",35.846111,-86.391944,"Fairfax, VA, USA",38.845963,-77.302791,
economics_1987_701,Robert M. Solow,economics,1987,"Brooklyn, NY, USA",40.676379,-73.949819,"Cambridge, MA, USA",42.374024,-71.107306,
economics_1988_702,Maurice Allais,economics,1988,"Paris, France",48.860093,2.355954,"Paris, France",48.860093,2.355954,
economics_1989_703,Trygve Haavelmo,economics,1989,"Skedsmo, Norway",59.982778,11.046389,"Oslo, Norway",59.917165,10.750092,
economics_1990_704,Harry M. Markowitz,economics,1990,"Chicago, IL, USA",41.876228,-87.638416,"New York, NY, USA",40.715758,-74.0113,
economics_1990_705,Merton H. Miller,economics,1990,"Boston, MA, USA",42.36042,-71.05681,"Chicago, IL, USA",41.876228,-87.638416,
economics_1990_706,William F. Sharpe,economics,1990,"Boston, MA, USA",42.36042,-71.05681,"Stanford, CA, USA",37.424734,-122.163858,
economics_1991_707,Ronald H. Coase,economics,1991,"Willesden, United Kingdom",51.546667,-0.229444,"Chicago, IL, USA",41.876228,-87.638416,
economics_1992_708,Gary S. Becker,economics,1992,"Pottsville, PA, USA",40.685,-76.203056,"Chicago, IL, USA",41.876228,-87.638416,
economics_1993_710,Douglass C. North,economics,1993,"Cambridge, MA, USA",42.374024,-71.107306,"St. Louis, MO, USA",38.628133,-90.212222,
economics_1993_709,Robert W. Fogel,economics,1993,"New York, NY, USA",40.715758,-74.0113,"Chicago, IL, USA",41.876228,-87.638416,
economics_1994_711,John C. Harsanyi,economics,1994,"Budapest, Hungary",47.497799,19.038285,"Berkeley, CA, USA",37.87179,-122.274715,
economics_1994_712,John F. Nash Jr.,economics,1994,"Bluefield, WV, USA",37.262222,-81.218611,"Princeton, NJ, USA",40.359783,-74.668268,
economics_1994_713,Reinhard Selten,economics,1994,"Breslau, Germany",51.11,17.0325,"Bonn, Germany",50.7355,7.098415,
economics_1995_714,Robert E. Lucas Jr.,economics,1995,"Yakima, WA, USA",46.601944,-120.507778,"Chicago, IL, USA",41.876228,-87.638416,
economics_1996_715,James A. Mirrlees,economics,1996,"Minnigaff, Scotland",54.966944,-4.483056,"Cambridge, United Kingdom",52.194605,0.135092,
economics_1996_716,William Vickrey,economics,1996,"Victoria, BC, Canada",48.428366,-123.364544,"New York, NY, USA",40.715758,-74.0113,
economics_1997_718,Myron S. Scholes,economics,1997,"Timmins, ON, Canada",48.474519,-81.33346,"Greenwich, CT, USA",41.02591,-73.628316,
economics_1997_717,Robert C. Merton,economics,1997,"New York, NY, USA",40.715758,-74.0113,"Cambridge, MA, USA",42.374024,-71.107306,
economics_1998_719,Amartya Sen,economics,1998,"Santiniketan, India",23.68,87.68,"Cambridge, United Kingdom",52.194605,0.135092,
economics_1999_720,Robert A. Mundell,economics,1999,"Kingston, ON, Canada",44.233333,-76.5,"New York, NY, USA",40.715758,-74.0113,
economics_2000_733,Daniel L. McFadden,economics,2000,"Raleigh, NC, USA",35.780399,-78.639099,"Berkeley, CA, USA",37.87179,-122.274715,
economics_2000_732,James J. Heckman,economics,2000,"Chicago, IL, USA",41.876228,-87.638416,"Chicago, IL, USA",41.876228,-87.638416,
economics_2001_745,A. Michael Spence,economics,2001,"Montclair, NJ, USA",40.82593,-74.20903,"Stanford, CA, USA",37.424734,-122.163858,
economics_2001_744,George A. Akerlof,economics,2001,"New Haven, CT, USA",41.307802,-72.932531,"Berkeley, CA, USA",37.87179,-122.274715,
economics_2001_746,Joseph E. Stiglitz,economics,2001,"Gary, IN, USA",41.580833,-87.345556,"New York, NY, USA",40.715758,-74.0113,
economics_2002_759,Daniel Kahneman,economics,2002,"Tel Aviv, British Mandate of Palestine",32.085996,34.781915,"Princeton, NJ, USA",40.359783,-74.668268,
economics_2002_760,Vernon L. Smith,economics,2002,"Wichita, KS, USA",37.692236,-97.337545,"Fairfax, VA, USA",38.845963,-77.302791,
economics_2003_772,Clive W.J. Granger,economics,2003,"Swansea, United Kingdom",51.616667,-3.95,"San Diego, CA, USA",32.7305,-117.166696,
economics_2003_771,Robert F. Engle III,economics,2003,"Syracuse, NY, USA",43.048122,-76.147423,"New York, NY, USA",40.715758,-74.0113,
economics_2004_787,Edward C. Prescott,economics,2004,"Glens Falls, NY, USA",43.312222,-73.648333,"Tempe, AZ, USA",33.426418,-111.939193,
economics_2004_786,Finn E. Kydland,economics,2004,"Gjesdal, Norway",58.781939,6.008611,"Pittsburgh, PA, USA",40.440136,-80.008661,
economics_2005_799,Robert J. Aumann,economics,2005,"Frankfurt-on-the-Main, Germany",50.107886,8.691488,"Jerusalem, Israel",31.767983,35.213809,
economics_2005_800,Thomas C. Schelling,economics,2005,"Oakland, CA, USA",37.8,-122.25,"College Park, MD, USA",38.989633,-76.936918,
economics_2006_807,Edmund S. Phelps,economics,2006,"Evanston, IL, USA",42.045791,-87.686963,"New York, NY, USA",40.715758,-74.0113,
economics_2007_821,Eric S. Maskin,economics,2007,"New York, NY, USA",40.715758,-74.0113,"Princeton, NJ, USA",40.359783,-74.668268,
economics_2007_820,Leonid Hurwicz,economics,2007,"Moscow, Russia",55.741387,37.618892,"Minneapolis, MN, USA",44.978196,-93.26663,
economics_2007_822,Roger B. Myerson,economics,2007,"Boston, MA, USA",42.36042,-71.05681,"Chicago, IL, USA",41.876228,-87.638416,
economics_2008_834,Paul Krugman,economics,2008,"New York, NY, USA",40.715758,-74.0113,"Princeton, NJ, USA",40.359783,-74.668268,
economics_2009_846,Elinor Ostrom,economics,2009,"Los Angeles, CA, USA",34.062144,-118.225001,"Bloomington, IN, USA",39.1655,-86.526591,
economics_2009_847,Oliver E. Williamson,economics,2009,"Superior, WI, USA",46.720776,-92.10408,"Berkeley, CA, USA",37.87179,-122.274715,
economics_2010_858,Christopher A. Pissarides,economics,2010,"Nicosia, Cyprus",35.175808,33.368561,"London, United Kingdom",51.510235,-0.120852,
economics_2010_857,Dale T. Mortensen,economics,2010,"Enterprise, OR, USA",45.424167,-117.276944,"Evanston, IL, USA",42.045791,-87.686963,
economics_2010_856,Peter A. Diamond,economics,2010,"New York, NY, USA",40.715758,-74.0113,"Cambridge, MA, USA",42.374024,-71.107306,
economics_2011_873,Christopher A. Sims,economics,2011,"Washington, D.C., USA",38.899065,-77.036523,"Princeton, NJ, USA",40.359783,-74.668268,
economics_2011_872,Thomas J. Sargent,economics,2011,"Pasadena, CA, USA",34.150071,-118.142111,"New York, NY, USA",40.715758,-74.0113,
economics_2012_882,Alvin E. Roth,economics,2012,"New York, NY, USA",40.715758,-74.0113,"Cambridge, MA, USA",42.374024,-71.107306,
economics_2012_883,Lloyd S. Shapley,economics,2012,"Cambridge, MA, USA",42.374024,-71.107306,"Los Angeles, CA, USA",34.062144,-118.225001,
economics_2013_894,Eugene F. Fama,economics,2013,"Boston, MA, USA",42.36042,-71.05681,"Chicago, IL, USA",41.876228,-87.638416,
economics_2013_895,Lars Peter Hansen,economics,2013,"Urbana, IL, USA",40.110863,-88.206265,"Chicago, IL, USA",41.876228,-87.638416,
economics_2013_896,Robert J. Shiller,economics,2013,"Detroit, MI, USA",42.331667,-83.0475,"New Haven, CT, USA",41.307802,-72.932531,
economics_2014_915,Jean Tirole,economics,2014,"Troyes, France",48.297161,4.074626,"Toulouse, France",43.604154,1.442453,
economics_2015_926,Angus Deaton,economics,2015,"Edinburgh, Scotland",55.955709,-3.207405,"Princeton, NJ, USA",40.359783,-74.668268,
economics_2016_936,Bengt Holmström,economics,2016,"Helsinki, Finland",60.167874,24.958234,"Cambridge, MA, USA",42.374024,-71.107306,
economics_2016_935,Oliver Hart,economics,2016,"London, United Kingdom",51.510235,-0.120852,"Cambridge, MA, USA",42.374024,-71.107306,
economics_2017_949,Richard H. Thaler,economics,2017,"East Orange, NJ, USA",40.767323,-74.204865,"Chicago, IL, USA",41.876228,-87.638416,
economics_2018_969,Paul M. Romer,economics,2018,"Denver, CO, USA",39.739235,-104.984863,"New York, NY, USA",40.715758,-74.0113,
economics_2018_968,William D. Nordhaus,economics,2018,"Albuquerque, NM, USA",35.084491,-106.651137,"New Haven, CT, USA",41.307802,-72.932531,
economics_2019_982,Abhijit Banerjee,economics,2019,"Mumbai, India",19.075833,72.8775,"Cambridge, MA, USA",42.374024,-71.107306,
economics_2019_983,Esther Duflo,economics,2019,"Paris, France",48.860093,2.355954,"Cambridge, MA, USA",42.374024,-71.107306,
economics_2019_984,Michael Kremer,economics,2019,"New York, NY, USA",40.715758,-74.0113,"Cambridge, MA, USA",42.374024,-71.107306,
economics_2020_995,Paul R. Milgrom,economics,2020,"Detroit, MI, USA",42.331667,-83.0475,"Stanford, CA, USA",37.424734,-122.163858,
economics_2020_996,Robert B. Wilson,economics,2020,"Geneva, NE, USA",40.526389,-97.601944,"Stanford, CA, USA",37.424734,-122.163858,
economics_2021_1007,David Card,economics,2021,"Guelph, Canada",43.546051,-80.249329,"Berkeley, CA, USA",37.87179,-122.274715,
economics_2021_1009,Guido W. Imbens,economics,2021,"Geldrop, the Netherlands",51.4229,5.5571,"Stanford, CA, USA",37.424734,-122.163858,
economics_2021_1008,Joshua D. Angrist,economics,2021,"Columbus, OH, USA",39.962222,-83.000556,"Cambridge, MA, USA",42.374024,-71.107306,
economics_2022_1021,Ben S. Bernanke,economics,2022,"Augusta, GA, USA",33.47,-81.975,"Washington, D.C., USA",38.899065,-77.036523,
economics_2022_1022,Douglas W. Diamond,economics,2022,"Chicago, IL, USA",41.876228,-87.638416,"Chicago, IL, USA",41.876228,-87.638416,
economics_2022_1023,Philip H. Dybvig,economics,2022,"Gainesville, FL, USA",29.651968,-82.324982,"St. Louis, MO, USA",38.628133,-90.212222,
economics_2023_1034,Claudia Goldin,economics,2023,"New York, NY, USA",40.715758,-74.0113,"Cambridge, MA, USA",42.374024,-71.107306,
economics_2024_1044,Daron Acemoglu,economics,2024,"Istanbul, Turkey",41.009197,28.966219,"Cambridge, MA, USA",42.374024,-71.107306,
economics_2024_1046,James A. Robinson,economics,2024,"Chelmsford, England",51.7356,0.4685,"Chicago, IL, USA",41.876228,-87.638416,
economics_2024_1045,Simon Henry Roberts Johnson,economics,2024,"Sheffield, United Kingdom",53.38168,-1.474057,"Cambridge, MA, USA",42.374024,-71.107306,
economics_2025_1058,Joel Mokyr,economics,2025,"Leiden, the Netherlands",52.160787,4.495746,"Evanston, IL, USA",42.045791,-87.686963,
economics_2025_1060,Peter Howitt,economics,2025,"Guelph, Canada",43.546051,-80.249329,"Providence, RI, USA",41.823659,-71.410881,
economics_2025_1059,Philippe Aghion,economics,2025,"Paris, France",48.860093,2.355954,"Paris, France",48.860093,2.355954,
literature_1901_569,Sully Prudhomme,literature,1901,"Paris, France",48.860093,2.355954,"Paris, France",48.860093,2.355954,
literature_1902_571,Christian Matthias Theodor Mommsen,literature,1902,"Garding, Schleswig",54.329881,8.785967,"Berlin, Germany",52.522265,13.406852,
literature_1903_572,Bjørnstjerne Martinus Bjørnson,literature,1903,"Kvikne, Norway",62.562222,10.334722,"Follebu, Norway",61.2190,10.2726,"Aulestad, in Gausdal."
literature_1904_573,Frédéric Mistral,literature,1904,"Maillane, France",43.832523,4.782511,"Maillane, France",43.832523,4.782511,
literature_1904_574,José Echegaray y Eizaguirre,literature,1904,"Madrid, Spain",40.423203,-3.693965,"Madrid, Spain",40.423203,-3.693965,
literature_1905_575,Henryk Sienkiewicz,literature,1905,"Wola Okrzejska, Poland",51.749447,22.133632,"Oblęgorek, Poland",50.9542,20.4783,"his home in Oblęgorek, near Kielce, in the south-central part of the country"
literature_1906_576,Giosuè Carducci,literature,1906,"Val di Castello, Tuscany",44.49382,11.342633,"Bologna, Italy",44.4949,11.3426,
literature_1907_577,Rudyard Kipling,literature,1907,"Bombay, British India",19.075833,72.8775,"Burwash, England",50.9988,0.3884,"bought a house in Burwash, Sussex"
literature_1908_578,Rudolf Christoph Eucken,literature,1908,"Aurich, East Friesland",53.472865,7.479315,"Jena, Germany",50.9271,11.5892,University of Jena
literature_1909_579,Selma Ottilia Lovisa Lagerlöf,literature,1909,"Mårbacka, Sweden",59.780975,13.233421,"Mårbacka, Sweden",59.780975,13.233421,
literature_1910_580,Paul Johann Ludwig Heyse,literature,1910,"Berlin, Prussia",52.522265,13.406852,"Munich, Germany",48.1351,11.5820,
literature_1911_581,Count Maurice (Mooris) Polidore Marie Bernhard Maeterlinck,literature,1911,"Ghent, Belgium",51.04699,3.735154,"Paris, France",48.860093,2.355954,
literature_1912_582,Gerhart Johann Robert Hauptmann,literature,1912,"Bad Salzbrunn, Prussia",50.803519,16.25655,"Szklarska Poręba, Poland",50.8274,15.5261,"Berlin, Germany and Schreiberhau, Germany (now Poland)"
literature_1913_583,Rabindranath Tagore,literature,1913,"Calcutta, India",22.579858,88.368101,"Shahjadpur Upazila, Bangladesh",24.1754,89.5941,
literature_1915_584,Romain Rolland,literature,1915,"Clamecy, France",47.463898,3.741917,"Geneva, Switzerland",46.2017559,6.1466014,
literature_1916_585,Carl Gustaf Verner von Heidenstam,literature,1916,"Olshammar, Sweden",58.75706,14.78907,"Övralid, Sweden",58.6243,15.1531,
literature_1917_587,Henrik Pontoppidan,literature,1917,"Fredericia, Denmark",55.564444,9.759722,"Copenhagen, Denmark",55.6867243,12.5700724,
literature_1917_586,Karl Adolph Gjellerup,literature,1917,"Roholte, Denmark",55.195,12.09,"Dresden, Germany",51.0493286,13.7381437,
literature_1919_588,Carl Friedrich Georg Spitteler,literature,1919,"Liestal, Switzerland",47.483889,7.735,"Lucerne, Switzerland",47.0505452,8.3054682,
literature_1920_589,Knut Pedersen Hamsun,literature,1920,"Lom, Norway",61.839236,8.565864,"Grimstad, Norway",58.2839967,8.7128291,
literature_1921_590,Anatole France,literature,1921,"Paris, France",48.860093,2.355954,"Paris, France",48.860093,2.355954,
literature_1922_592,Jacinto Benavente,literature,1922,"Madrid, Spain",40.423203,-3.693965,"Madrid, Spain",40.423203,-3.693965,
literature_1923_593,William Butler Yeats,literature,1923,"Dublin, Ireland",53.351676,-6.261504,"Dublin, Ireland",53.351676,-6.261504,
literature_1924_594,Władysław Stanisław Reymont,literature,1924,"Kobiele Wielkie, Russian Empire",51.042154,19.556849,"Lipce, Poland",53.7329,15.6755,
literature_1925_596,George Bernard Shaw,literature,1925,"Dublin, Ireland",53.351676,-6.261504,"London, England",51.5074456,-0.1277653,
literature_1926_597,Grazia Deledda,literature,1926,"Nuoro, Sardinia, Italy",40.32035,9.326072,"Rome, Italy",41.8933203,12.4829321,
literature_1927_600,Henri Bergson,literature,1927,"Paris, France",48.860093,2.355954,"Paris, France",48.8588897,2.320041,
literature_1928_601,Sigrid Undset,literature,1928,"Kalundborg, Denmark",55.685589,11.091902,"Lillehammer, Norway",61.1333408,10.4265855,"Bjerkeb¾k, her home in Lillehammer, Norway"
literature_1929_602,Thomas Mann,literature,1929,"Lübeck, Germany",53.869722,10.686389,"Munich, Germany",48.1371079,11.5753822,"based on his hometown of Lbeck, Germany, he also wrote many other acclaimed works throughout his life in other locations, including Princeton and California in the United States, and Zurich, Switzerland"
literature_1930_603,Sinclair Lewis,literature,1930,"Sauk Centre, MN, USA",45.736389,-94.954167,"Sauk Centre, Minnesota",45.737465,-94.9525216,"home town of Sauk Centre, Minnesota, moved around a lot, Yale, Washington, D. C., Vermont, etc."
literature_1931_604,Erik Axel Karlfeldt,literature,1931,"Karlbo, Sweden",60.116667,16.233333,"Stockholm, Sweden",59.3251172,18.0710935,
literature_1932_605,John Galsworthy,literature,1932,"Kingston Hill, United Kingdom",51.4326,0.2573,"Hampstead, London, UK",51.5565357,-0.178534,
literature_1933_606,Ivan Alekseyevich Bunin,literature,1933,"Voronezh, Russia",51.664796,39.195239,"Paris, France",48.8588897,2.320041,"he lived a life of exile, dividing his time between Paris and the south of France, particularly the city of Grasse"
literature_1934_607,Luigi Pirandello,literature,1934,"Agrigento, Sicily, Italy",37.311075,13.576547,"Rome, Italy",41.8933203,12.4829321,
literature_1936_608,Eugene Gladstone O'Neill,literature,1936,"New York, NY, USA",40.715758,-74.0113,"Danville, California",37.8225892,-122.0008254,Tao House
literature_1937_609,Roger Martin du Gard,literature,1937,"Neuilly-sur-Seine, France",48.887222,2.2675,"Bellme, France",,,"Norman country estate, Le Tertre"
literature_1938_610,Pearl Buck,literature,1938,"Hillsboro, WV, USA",38.138056,-80.2125,"Nanjing, China",32.0438284,118.7788631,"she was born in Chinkiang, a small port city in Kiangsu province"
literature_1939_613,Frans Eemil Sillanpää,literature,1939,"Hämeenkyrö, Russian Empire",61.633333,23.2,"Hmeenkyr, Finland",,,had a home and typewriter in Helsinki later in life
literature_1944_614,Johannes Vilhelm Jensen,literature,1944,"Farsø, Denmark",56.772222,9.339722,"Copenhagen, Denmark",55.6867243,12.5700724,born in Fars¿
literature_1945_615,Gabriela Mistral,literature,1945,"Vicuña, Chile",-30.032743,-70.708048,"Coquimbo, Chile",-30.7546652,-70.9005536,"wrote her first work in rural northern Chile: (formerly called Coquimbito), and also Temuco. wrote Tala while serving as a Chilean consul in Spain, a period during which she also wrote about the Spanish Civil War and its impact on children. Madrid, Spain, and Naples, Italy."
literature_1946_617,Hermann Hesse,literature,1946,"Calw, Germany",48.713654,8.74321,"Montagnola, Switzerland",45.9829744,8.9184373,specifically at the Torre Camuzzi
literature_1947_618,André Paul Guillaume Gide,literature,1947,"Paris, France",48.860093,2.355954,"Paris, France",48.8588897,2.320041,"Gide traveled with his lover, Marc Allgret, from July 1925 to May 1926 through what is now the Republic of the Congo, the Central African Republic, Chad, and Cameroon."
literature_1948_619,Thomas Stearns Eliot,literature,1948,"St. Louis, MO, USA",38.628133,-90.212222,"London, England",51.5074456,-0.1277653,
literature_1949_620,William Faulkner,literature,1949,"New Albany, MS, USA",34.494268,-89.007842,"Oxford, Mississippi, USA",34.3663773,-89.5187664,"Rowan Oak, in Oxford, Mississippi"
literature_1950_621,Earl (Bertrand Arthur William) Russell,literature,1950,"Trelleck, United Kingdom",51.745,-2.725556,"Bryn Mawr College, Pennsylvania, USA",40.0286808,-75.3154551,"initial research and lectures that formed the basis of the book took place in Philadelphia, at the Barnes Foundation, in 1941 and 1942"
literature_1951_622,Pär Fabian Lagerkvist,literature,1951,"Växjö, Sweden",56.88903,14.802795,"Liding, Sweden",,,"near Stockholm, Sweden"
literature_1952_623,François Mauriac,literature,1952,"Bordeaux, France",44.837778,-0.579444,"Bordeaux, France",44.841225,-0.5800364,
literature_1953_624,Sir Winston Leonard Spencer Churchill,literature,1953,"Woodstock, United Kingdom",51.845,-1.353889,"Kent, England",51.2070749,0.7210362,"Chartwell, in Kent, England"
literature_1954_625,Ernest Miller Hemingway,literature,1954,"Oak Park, IL, USA",41.888333,-87.789444,"Havana, Cuba",23.135305,-82.3589631,"Finca Viga, in the San Francisco de Paula neighborhood on the outskirts of Havana, Cuba"
literature_1955_626,Halldór Kiljan Laxness,literature,1955,"Reykjavik, Iceland",64.145844,-21.9436,"Reykjavk, Iceland",,,"Gljfrasteinn near Mosfellsb¾r, a short distance from Reykjavk"
literature_1956_627,Juan Ramón Jiménez,literature,1956,"Moguer, Spain",37.274772,-6.837103,"Moguer, Spain",37.2746182,-6.8373527,"hometown of Moguer, in the Andalusia region of Spain"
literature_1957_628,Albert Camus,literature,1957,"Mondovi, French Algeria",44.395064,7.819452,"Oran, Algeria",35.7044415,-0.6502981,"and finish works in Paris, France"
literature_1958_629,Boris Leonidovich Pasternak,literature,1958,"Moscow, Russia",55.741387,37.618892,"Peredelkino, Russia",55.6562878,37.3556346,"dacha (country house) in the writers' colony of Peredelkino, a village located about 30 kilometers southwest of Moscow, Russia"
literature_1959_630,Salvatore Quasimodo,literature,1959,"Modica, Italy",36.867222,14.761389,"Milan, Italy",45.4641943,9.1896346,
literature_1960_631,Saint-John Perse,literature,1960,"Pointe-à-Pitre, Guadeloupe, France",16.241111,-61.533056,"Beijing, China",40.190632,116.412144,
literature_1961_633,Ivo Andrić,literature,1961,"Dolac, Bosnia",44.220729,17.671263,"Belgrade, Serbia",44.8178131,20.4568974,"Belgrade, Yugoslavia (now Serbia)"
literature_1962_634,John Steinbeck,literature,1962,"Salinas, CA, USA",36.677778,-121.655556,"Pacific Grove, California",36.6211149,-121.917794,"Monte Sereno, California and in his home in Pacific Grove, California"
literature_1963_635,Giorgos Seferis,literature,1963,"Smyrna, Ottoman Empire",38.4,27.166667,"Athens, Greece",37.9755648,23.7348324,"Athens, Paris, South Africa, Egypt, and the islands of Poros and Cyprus"
literature_1964_637,Jean-Paul Sartre,literature,1964,"Paris, France",48.860093,2.355954,"Paris, France",48.8588897,2.320041,"during WWII, A German prisoner-of-war camp: During World War II, while held captive for about a year, he wrote his first play, Barion, fils du tonnerre, and read heavily, which influenced his later work Being and Nothingness"
literature_1965_638,Mikhail Aleksandrovich Sholokhov,literature,1965,"Veshenskaya, Russia",49.628994,41.725105,"Vyoshenskaya, Russia",49.6571379,41.6990327,Cossack village of Vyoshenskaya (or Veshenskaya) in the Don River area of southern Russia
literature_1966_640,Nelly Sachs,literature,1966,"Berlin, Germany",52.522265,13.406852,"Stockholm, Sweden",59.3251172,18.0710935,lived in exile after fleeing Nazi Germany in 1940
literature_1966_639,Shmuel Yosef Agnon,literature,1966,"Buczacz, Austria-Hungary",49.066667,25.383333,"Jerusalem, Israel",31.7788472,35.2257856,
literature_1967_641,Miguel Angel Asturias,literature,1967,"Guatemala City, Guatemala",14.609861,-90.52525,"Paris, France",48.8588897,2.320041,"Paris, France, where he lived in exile from the Guatemalan dictatorship"
literature_1968_642,Yasunari Kawabata,literature,1968,"Osaka, Japan",34.693756,135.50145,"Yuzawa, Niigata Prefecture, Japan",36.9338793,138.8170795,"Takahan Hotel in the town of Yuzawa, Niigata Prefecture, Japan"
literature_1969_643,Samuel Beckett,literature,1969,"Dublin, Ireland",53.351676,-6.261504,"Paris, France",48.8588897,2.320041,
literature_1970_644,Aleksandr Isayevich Solzhenitsyn,literature,1970,"Kislovodsk, Russia",43.906977,42.715772,"Ekibastuz, Kazakhstan",51.7275817,75.3288511,"Soviet Gulag labor camps and subsequent internal exile in Kazakhstan, then Ryazan, in central Russia, and Tartu, Estonia, then dacha of cellist Mstislav Rostropovich near Moscow"
literature_1971_645,Pablo Neruda,literature,1971,"Parral, Chile",-36.15,-71.833333,"Santiago, Chile",-33.4377756,-70.6504502,"self-exiled diplomat in isolated regions of South Asia (Burma, Ceylon, Java, Singapore) and later Spain, favorite house in Isla Negra, Chile, Capri, Italy"
literature_1972_647,Heinrich Böll,literature,1972,"Cologne, Germany",50.938552,6.957702,"Cologne, Germany",50.938361,6.959974,"house in the Mngersdorf district of Cologne, cottage in the rural town of Langenbroich"
literature_1973_648,Patrick White,literature,1973,"London, United Kingdom",51.510235,-0.120852,"Sydney, Australia",-33.8698439,151.2082848,semi-rural suburb of Castle Hill and later in Centennial Park
literature_1974_649,Eyvind Johnson,literature,1974,"Svartbjörnsbyn, Sweden",65.85,21.7167,"Stockholm, Sweden",59.3251172,18.0710935,"many places, including France, Berlin, Germany, Swtizerland, and England"
literature_1974_650,Harry Martinson,literature,1974,"Jämshög, Sweden",56.241128,14.534071,"Sdermanland, Sweden",,,"Sdermanland, central Sweden"
literature_1975_651,Eugenio Montale,literature,1975,"Genoa, Italy",44.405804,8.948925,"Milan, Italy",45.4641943,9.1896346,"Genoa, Florence, and Milan. "
literature_1976_652,Saul Bellow,literature,1976,"Lachine, Quebec, Canada",45.502786,-73.569058,"University of Chicago, Chicago, Illinois, USA",41.7913274,-87.6008421,"Chicago, Illinois"
literature_1977_653,Vicente Aleixandre,literature,1977,"Sevilla, Spain",37.389092,-5.984459,"Madrid, Spain",40.416782,-3.703507,"3, Calle Vicente Aleixandre (originally Calle Wellingtonia, nicknamed ""Velintonia"") in Madrid, Spain"
literature_1978_654,Isaac Bashevis Singer,literature,1978,"Leoncin, Russian Empire",52.393567,20.533848,"New York, NY, USA",40.7127281,-74.0060152,"Upper West Side of Manhattan, New York City, and later, he also worked in Surfside, Florida"
literature_1979_655,Odysseus Elytis,literature,1979,"Iráklion, Crete",35.340278,25.134444,"Athens, Greece",37.9755648,23.7348324,
literature_1980_657,Czesław Miłosz,literature,1980,"Śeteniai, Russian Empire",55.394722,24.032778,"Berkeley, California, USA",37.8708393,-122.272863,"Warsaw (during WWII), Paris, and Berkeley, California"
literature_1981_658,Elias Canetti,literature,1981,"Ruse, Bulgaria",43.844532,25.953907,"Vienna, Austria",48.2083537,16.3725042,
literature_1982_659,Gabriel García Márquez,literature,1982,"Aracataca, Colombia",10.591111,-74.185,"Mexico City, Mexico",19.3207722,-99.1514678,
literature_1983_660,William Golding,literature,1983,"Newquay, United Kingdom",50.412,-5.0757,"Salisbury, England",51.0690613,-1.7954134,"Bishop Wordsworth's School in Salisbury, England"
literature_1984_661,Jaroslav Seifert,literature,1984,"Prague, Austria-Hungary",50.07507,14.42989,"Prague, Czech Republic",50.0596288,14.4464593,"Prague, Czechoslovakia (now the Czech Republic)"
literature_1985_662,Claude Simon,literature,1985,"Tananarive, Madagascar",-18.938611,47.521389,"Paris, France",48.8588897,2.320041,"Paris and at his family estate near Salses, in the Pyrenees region of southern France"
literature_1986_663,Wole Soyinka,literature,1986,"Abeokuta, Nigeria",7.145309,3.359045,"Kaduna, Nigeria",10.5182899,7.4359863,"primarily in Nigeria and while in exile in locations such as the United Kingdom, Senegal, and Ghana, as well as during his time holding professorships at universities in the United States"
literature_1987_664,Joseph Brodsky,literature,1987,"Leningrad, USSR",59.956651,30.333547,"St. Petersburg, Russia",59.938732,30.316229,"Leningrad, Russia (now St. Petersburg), Norenskaya, Arkhangelsk region, Russia, Ann Arbor, Michigan, New York City, New York, South Hadley, Massachusetts"
literature_1988_665,Naguib Mahfouz,literature,1988,"Cairo, Egypt",30.044388,31.235725,"Cairo, Egypt",30.0443879,31.2357257,
literature_1989_666,Camilo José Cela,literature,1989,"Iria Flavia, Spain",42.745949,-8.655603,"Madrid, Spain",40.416782,-3.703507,
literature_1990_667,Octavio Paz,literature,1990,"Mexico City, Mexico",19.431956,-99.134606,"Paris, France",48.8588897,2.320041,
literature_1991_668,Nadine Gordimer,literature,1991,"Springs, South Africa",-26.254722,28.442778,"Johannesburg, South Africa",-26.205,28.049722,
literature_1992_669,Derek Walcott,literature,1992,"Castries, Saint Lucia",14.016667,-60.983333,"Castries, Saint Lucia",14.0095966,-60.9902359,"Walcott divided his time between his native Saint Lucia and Boston, Massachusetts, where he taught at Boston University for many years"
literature_1993_670,Toni Morrison,literature,1993,"Lorain, OH, USA",41.452819,-82.182375,"Syracuse, New York",43.0481221,-76.1474244,"New York City, New York, Grand View-on-Hudson (Rockland County), New York, Princeton, New Jersey"
literature_1994_671,Kenzaburo Oe,literature,1994,"Uchiko, Japan",33.533028,132.658278,"Tokyo, Japan",35.6768601,139.7638947,
